10	12	160	160	2162080
10	12	160	240	2622880
10	12	160	320	3083680
10	12	160	80	1701280
10	12	240	120	3819120
10	12	240	240	4855920
10	12	240	360	5892720
10	12	240	480	6929520
10	12	320	160	6781760
10	12	320	320	8624960
10	12	320	480	10468160
10	12	320	640	12311360
10	12	400	200	10589200
10	12	400	400	13469200
10	12	400	600	16349200
10	12	400	800	19229200
10	12	480	240	15241440
10	12	480	480	19388640
10	12	480	720	23535840
10	12	480	960	27683040
10	12	560	1120	37672880
10	12	560	280	20738480
10	12	560	560	26383280
10	12	560	840	32028080
10	12	640	1280	49198720
10	12	640	320	27080320
10	12	640	640	34453120
10	12	640	960	41825920
10	12	80	120	658640
10	12	80	160	773840
10	12	80	40	428240
10	12	80	80	543440
10	14	160	160	2521120
10	14	160	240	3058720
10	14	160	320	3596320
10	14	160	80	1983520
10	14	240	120	4453680
10	14	240	240	5663280
10	14	240	360	6872880
10	14	240	480	8082480
10	14	320	160	7909440
10	14	320	320	10059840
10	14	320	480	12210240
10	14	320	640	14360640
10	14	400	200	12350800
10	14	400	400	15710800
10	14	400	600	19070800
10	14	400	800	22430800
10	14	480	240	17777760
10	14	480	480	22616160
10	14	480	720	27454560
10	14	480	960	32292960
10	14	560	1120	43947120
10	14	560	280	24190320
10	14	560	560	30775920
10	14	560	840	37361520
10	14	640	1280	57393280
10	14	640	320	31588480
10	14	640	640	40190080
10	14	640	960	48791680
10	14	80	120	767760
10	14	80	160	902160
10	14	80	40	498960
10	14	80	80	633360
10	16	160	160	2880160
10	16	160	240	3494560
10	16	160	320	4108960
10	16	160	80	2265760
10	16	240	120	5088240
10	16	240	240	6470640
10	16	240	360	7853040
10	16	240	480	9235440
10	16	320	160	9037120
10	16	320	320	11494720
10	16	320	480	13952320
10	16	320	640	16409920
10	16	400	200	14112400
10	16	400	400	17952400
10	16	400	600	21792400
10	16	400	800	25632400
10	16	480	240	20314080
10	16	480	480	25843680
10	16	480	720	31373280
10	16	480	960	36902880
10	16	560	1120	50221360
10	16	560	280	27642160
10	16	560	560	35168560
10	16	560	840	42694960
10	16	640	1280	65587840
10	16	640	320	36096640
10	16	640	640	45927040
10	16	640	960	55757440
10	16	80	120	876880
10	16	80	160	1030480
10	16	80	40	569680
10	16	80	80	723280
10	18	160	160	3239200
10	18	160	240	3930400
10	18	160	320	4621600
10	18	160	80	2548000
10	18	240	120	5722800
10	18	240	240	7278000
10	18	240	360	8833200
10	18	240	480	10388400
10	18	320	160	10164800
10	18	320	320	12929600
10	18	320	480	15694400
10	18	320	640	18459200
10	18	400	200	15874000
10	18	400	400	20194000
10	18	400	600	24514000
10	18	400	800	28834000
10	18	480	240	22850400
10	18	480	480	29071200
10	18	480	720	35292000
10	18	480	960	41512800
10	18	560	1120	56495600
10	18	560	280	31094000
10	18	560	560	39561200
10	18	560	840	48028400
10	18	640	1280	73782400
10	18	640	320	40604800
10	18	640	640	51664000
10	18	640	960	62723200
10	18	80	120	986000
10	18	80	160	1158800
10	18	80	40	640400
10	18	80	80	813200
10	20	160	160	3598240
10	20	160	240	4366240
10	20	160	320	5134240
10	20	160	80	2830240
10	20	240	120	6357360
10	20	240	240	8085360
10	20	240	360	9813360
10	20	240	480	11541360
10	20	320	160	11292480
10	20	320	320	14364480
10	20	320	480	17436480
10	20	320	640	20508480
10	20	400	200	17635600
10	20	400	400	22435600
10	20	400	600	27235600
10	20	400	800	32035600
10	20	480	240	25386720
10	20	480	480	32298720
10	20	480	720	39210720
10	20	480	960	46122720
10	20	560	1120	62769840
10	20	560	280	34545840
10	20	560	560	43953840
10	20	560	840	53361840
10	20	640	1280	81976960
10	20	640	320	45112960
10	20	640	640	57400960
10	20	640	960	69688960
10	20	80	120	1095120
10	20	80	160	1287120
10	20	80	40	711120
10	20	80	80	903120
10	22	160	160	3957280
10	22	160	240	4802080
10	22	160	320	5646880
10	22	160	80	3112480
10	22	240	120	6991920
10	22	240	240	8892720
10	22	240	360	10793520
10	22	240	480	12694320
10	22	320	160	12420160
10	22	320	320	15799360
10	22	320	480	19178560
10	22	320	640	22557760
10	22	400	200	19397200
10	22	400	400	24677200
10	22	400	600	29957200
10	22	400	800	35237200
10	22	480	240	27923040
10	22	480	480	35526240
10	22	480	720	43129440
10	22	480	960	50732640
10	22	560	1120	69044080
10	22	560	280	37997680
10	22	560	560	48346480
10	22	560	840	58695280
10	22	640	1280	90171520
10	22	640	320	49621120
10	22	640	640	63137920
10	22	640	960	76654720
10	22	80	120	1204240
10	22	80	160	1415440
10	22	80	40	781840
10	22	80	80	993040
12	14	192	192	3627456
12	14	192	288	4401600
12	14	192	384	5175744
12	14	192	96	2853312
12	14	288	144	6408864
12	14	288	288	8150688
12	14	288	432	9892512
12	14	288	576	11634336
12	14	384	192	11383680
12	14	384	384	14480256
12	14	384	576	17576832
12	14	384	768	20673408
12	14	480	240	17777760
12	14	480	480	22616160
12	14	480	720	27454560
12	14	480	960	32292960
12	14	576	1152	46492992
12	14	576	288	25591104
12	14	576	576	32558400
12	14	576	864	39525696
12	14	672	1008	53790240
12	14	672	1344	63273504
12	14	672	336	34823712
12	14	672	672	44306976
12	14	768	1152	70248192
12	14	768	1536	82634496
12	14	768	384	45475584
12	14	768	768	57861888
12	14	96	144	1104096
12	14	96	192	1297632
12	14	96	48	717024
12	14	96	96	910560
12	16	192	192	4144320
12	16	192	288	5029056
12	16	192	384	5913792
12	16	192	96	3259584
12	16	288	144	7322400
12	16	288	288	9313056
12	16	288	432	11303712
12	16	288	576	13294368
12	16	384	192	13007232
12	16	384	384	16546176
12	16	384	576	20085120
12	16	384	768	23624064
12	16	480	240	20314080
12	16	480	480	25843680
12	16	480	720	31373280
12	16	480	960	36902880
12	16	576	1152	53130816
12	16	576	288	29242944
12	16	576	576	37205568
12	16	576	864	45168192
12	16	672	1008	61469856
12	16	672	1344	72307872
12	16	672	336	39793824
12	16	672	672	50631840
12	16	768	1152	80278272
12	16	768	1536	94434048
12	16	768	384	51966720
12	16	768	768	66122496
12	16	96	144	1261152
12	16	96	192	1482336
12	16	96	48	818784
12	16	96	96	1039968
12	18	192	192	4661184
12	18	192	288	5656512
12	18	192	384	6651840
12	18	192	96	3665856
12	18	288	144	8235936
12	18	288	288	10475424
12	18	288	432	12714912
12	18	288	576	14954400
12	18	384	192	14630784
12	18	384	384	18612096
12	18	384	576	22593408
12	18	384	768	26574720
12	18	480	240	22850400
12	18	480	480	29071200
12	18	480	720	35292000
12	18	480	960	41512800
12	18	576	1152	59768640
12	18	576	288	32894784
12	18	576	576	41852736
12	18	576	864	50810688
12	18	672	1008	69149472
12	18	672	1344	81342240
12	18	672	336	44763936
12	18	672	672	56956704
12	18	768	1152	90308352
12	18	768	1536	106233600
12	18	768	384	58457856
12	18	768	768	74383104
12	18	96	144	1418208
12	18	96	192	1667040
12	18	96	48	920544
12	18	96	96	1169376
12	20	192	192	5178048
12	20	192	288	6283968
12	20	192	384	7389888
12	20	192	96	4072128
12	20	288	144	9149472
12	20	288	288	11637792
12	20	288	432	14126112
12	20	288	576	16614432
12	20	384	192	16254336
12	20	384	384	20678016
12	20	384	576	25101696
12	20	384	768	29525376
12	20	480	240	25386720
12	20	480	480	32298720
12	20	480	720	39210720
12	20	480	960	46122720
12	20	576	1152	66406464
12	20	576	288	36546624
12	20	576	576	46499904
12	20	576	864	56453184
12	20	672	1008	76829088
12	20	672	1344	90376608
12	20	672	336	49734048
12	20	672	672	63281568
12	20	768	1152	100338432
12	20	768	1536	118033152
12	20	768	384	64948992
12	20	768	768	82643712
12	20	96	144	1575264
12	20	96	192	1851744
12	20	96	48	1022304
12	20	96	96	1298784
12	22	192	192	5694912
12	22	192	288	6911424
12	22	192	384	8127936
12	22	192	96	4478400
12	22	288	144	10063008
12	22	288	288	12800160
12	22	288	432	15537312
12	22	288	576	18274464
12	22	384	192	17877888
12	22	384	384	22743936
12	22	384	576	27609984
12	22	384	768	32476032
12	22	480	240	27923040
12	22	480	480	35526240
12	22	480	720	43129440
12	22	480	960	50732640
12	22	576	1152	73044288
12	22	576	288	40198464
12	22	576	576	51147072
12	22	576	864	62095680
12	22	672	1008	84508704
12	22	672	1344	99410976
12	22	672	336	54704160
12	22	672	672	69606432
12	22	768	1152	110368512
12	22	768	1536	129832704
12	22	768	384	71440128
12	22	768	768	90904320
12	22	96	144	1732320
12	22	96	192	2036448
12	22	96	48	1124064
12	22	96	96	1428192
12	24	192	192	6211776
12	24	192	288	7538880
12	24	192	384	8865984
12	24	192	96	4884672
12	24	288	144	10976544
12	24	288	288	13962528
12	24	288	432	16948512
12	24	288	576	19934496
12	24	384	192	19501440
12	24	384	384	24809856
12	24	384	576	30118272
12	24	384	768	35426688
12	24	480	240	30459360
12	24	480	480	38753760
12	24	480	720	47048160
12	24	480	960	55342560
12	24	576	1152	79682112
12	24	576	288	43850304
12	24	576	576	55794240
12	24	576	864	67738176
12	24	672	1008	92188320
12	24	672	1344	108445344
12	24	672	336	59674272
12	24	672	672	75931296
12	24	768	1152	120398592
12	24	768	1536	141632256
12	24	768	384	77931264
12	24	768	768	99164928
12	24	96	144	1889376
12	24	96	192	2221152
12	24	96	48	1225824
12	24	96	96	1557600
14	16	112	112	1414000
14	16	112	168	1715056
14	16	112	224	2016112
14	16	112	56	1112944
14	16	224	112	4433632
14	16	224	224	5637856
14	16	224	336	6842080
14	16	224	448	8046304
14	16	336	168	9962064
14	16	336	336	12671568
14	16	336	504	15381072
14	16	336	672	18090576
14	16	448	224	17698240
14	16	448	448	22515136
14	16	448	672	27332032
14	16	448	896	32148928
14	16	560	1120	50221360
14	16	560	280	27642160
14	16	560	560	35168560
14	16	560	840	42694960
14	16	672	1008	61469856
14	16	672	1344	72307872
14	16	672	336	39793824
14	16	672	672	50631840
14	16	784	1176	83656720
14	16	784	1568	98408464
14	16	784	392	54153232
14	16	784	784	68904976
14	16	896	1344	109255552
14	16	896	1792	128523136
14	16	896	448	70720384
14	16	896	896	89987968
14	18	112	112	1590064
14	18	112	168	1928752
14	18	112	224	2267440
14	18	112	56	1251376
14	18	224	112	4986464
14	18	224	224	6341216
14	18	224	336	7695968
14	18	224	448	9050720
14	18	336	168	11205264
14	18	336	336	14253456
14	18	336	504	17301648
14	18	336	672	20349840
14	18	448	224	19907776
14	18	448	448	25326784
14	18	448	672	30745792
14	18	448	896	36164800
14	18	560	1120	56495600
14	18	560	280	31094000
14	18	560	560	39561200
14	18	560	840	48028400
14	18	672	1008	69149472
14	18	672	1344	81342240
14	18	672	336	44763936
14	18	672	672	56956704
14	18	784	1176	94109008
14	18	784	1568	110704720
14	18	784	392	60917584
14	18	784	784	77513296
14	18	896	1344	122907008
14	18	896	1792	144583040
14	18	896	448	79554944
14	18	896	896	101230976
14	20	112	112	1766128
14	20	112	168	2142448
14	20	112	224	2518768
14	20	112	56	1389808
14	20	224	112	5539296
14	20	224	224	7044576
14	20	224	336	8549856
14	20	224	448	10055136
14	20	336	168	12448464
14	20	336	336	15835344
14	20	336	504	19222224
14	20	336	672	22609104
14	20	448	224	22117312
14	20	448	448	28138432
14	20	448	672	34159552
14	20	448	896	40180672
14	20	560	1120	62769840
14	20	560	280	34545840
14	20	560	560	43953840
14	20	560	840	53361840
14	20	672	1008	76829088
14	20	672	1344	90376608
14	20	672	336	49734048
14	20	672	672	63281568
14	20	784	1176	104561296
14	20	784	1568	123000976
14	20	784	392	67681936
14	20	784	784	86121616
14	20	896	1344	136558464
14	20	896	1792	160642944
14	20	896	448	88389504
14	20	896	896	112473984
14	22	112	112	1942192
14	22	112	168	2356144
14	22	112	224	2770096
14	22	112	56	1528240
14	22	224	112	6092128
14	22	224	224	7747936
14	22	224	336	9403744
14	22	224	448	11059552
14	22	336	168	13691664
14	22	336	336	17417232
14	22	336	504	21142800
14	22	336	672	24868368
14	22	448	224	24326848
14	22	448	448	30950080
14	22	448	672	37573312
14	22	448	896	44196544
14	22	560	1120	69044080
14	22	560	280	37997680
14	22	560	560	48346480
14	22	560	840	58695280
14	22	672	1008	84508704
14	22	672	1344	99410976
14	22	672	336	54704160
14	22	672	672	69606432
14	22	784	1176	115013584
14	22	784	1568	135297232
14	22	784	392	74446288
14	22	784	784	94729936
14	22	896	1344	150209920
14	22	896	1792	176702848
14	22	896	448	97224064
14	22	896	896	123716992
14	24	112	112	2118256
14	24	112	168	2569840
14	24	112	224	3021424
14	24	112	56	1666672
14	24	224	112	6644960
14	24	224	224	8451296
14	24	224	336	10257632
14	24	224	448	12063968
14	24	336	168	14934864
14	24	336	336	18999120
14	24	336	504	23063376
14	24	336	672	27127632
14	24	448	224	26536384
14	24	448	448	33761728
14	24	448	672	40987072
14	24	448	896	48212416
14	24	560	1120	75318320
14	24	560	280	41449520
14	24	560	560	52739120
14	24	560	840	64028720
14	24	672	1008	92188320
14	24	672	1344	108445344
14	24	672	336	59674272
14	24	672	672	75931296
14	24	784	1176	125465872
14	24	784	1568	147593488
14	24	784	392	81210640
14	24	784	784	103338256
14	24	896	1344	163861376
14	24	896	1792	192762752
14	24	896	448	106058624
14	24	896	896	134960000
14	26	112	112	2294320
14	26	112	168	2783536
14	26	112	224	3272752
14	26	112	56	1805104
14	26	224	112	7197792
14	26	224	224	9154656
14	26	224	336	11111520
14	26	224	448	13068384
14	26	336	168	16178064
14	26	336	336	20581008
14	26	336	504	24983952
14	26	336	672	29386896
14	26	448	224	28745920
14	26	448	448	36573376
14	26	448	672	44400832
14	26	448	896	52228288
14	26	560	1120	81592560
14	26	560	280	44901360
14	26	560	560	57131760
14	26	560	840	69362160
14	26	672	1008	99867936
14	26	672	1344	117479712
14	26	672	336	64644384
14	26	672	672	82256160
14	26	784	1176	135918160
14	26	784	1568	159889744
14	26	784	392	87974992
14	26	784	784	111946576
14	26	896	1344	177512832
14	26	896	1792	208822656
14	26	896	448	114893184
14	26	896	896	146203008
16	18	1024	1024	132207616
16	18	1024	1536	160519168
16	18	1024	2048	188830720
16	18	1024	512	103896064
16	18	128	128	2075264
16	18	128	192	2517632
16	18	128	256	2960000
16	18	128	64	1632896
16	18	256	128	6509824
16	18	256	256	8279296
16	18	256	384	10048768
16	18	256	512	11818240
16	18	384	192	14630784
16	18	384	384	18612096
16	18	384	576	22593408
16	18	384	768	26574720
16	18	512	1024	47229440
16	18	512	256	25995776
16	18	512	512	33073664
16	18	512	768	40151552
16	18	640	1280	73782400
16	18	640	320	40604800
16	18	640	640	51664000
16	18	640	960	62723200
16	18	768	1152	90308352
16	18	768	1536	106233600
16	18	768	384	58457856
16	18	768	768	74383104
16	18	896	1344	122907008
16	18	896	1792	144583040
16	18	896	448	79554944
16	18	896	896	101230976
16	20	1024	1024	146891776
16	20	1024	1536	178349056
16	20	1024	2048	209806336
16	20	1024	512	115434496
16	20	128	128	2305152
16	20	128	192	2796672
16	20	128	256	3288192
16	20	128	64	1813632
16	20	256	128	7231744
16	20	256	256	9197824
16	20	256	384	11163904
16	20	256	512	13129984
16	20	384	192	16254336
16	20	384	384	20678016
16	20	384	576	25101696
16	20	384	768	29525376
16	20	512	1024	52474368
16	20	512	256	28881408
16	20	512	512	36745728
16	20	512	768	44610048
16	20	640	1280	81976960
16	20	640	320	45112960
16	20	640	640	57400960
16	20	640	960	69688960
16	20	768	1152	100338432
16	20	768	1536	118033152
16	20	768	384	64948992
16	20	768	768	82643712
16	20	896	1344	136558464
16	20	896	1792	160642944
16	20	896	448	88389504
16	20	896	896	112473984
16	22	1024	1024	161575936
16	22	1024	1536	196178944
